id,name,description,studycredit,location,contact_id,level,learningoutcomes,module_tags,interests_match_score,popularity_score,estimated_difficulty,available_spots,start_date
225,"Avans Incubator NLQF6, 30 + 15 EC","Avans Incubator is de plek waar studenten, van welke hogeschool-opleiding dan ook, terecht kunnen om hun onderneming te accelereren. Avans Incubator geeft je de kans om je idee om te zetten in een onderneming, of om je bestaande ondernemer een ware boost te geven! Avans Incubator is hét startpunt voor ondernemers in het West Brabantse start-up landschap.",30,['Breda'],82,NLQF6,"1. student creert visie en waardepropositie voor organisatie; 2. student ontwikkelt onderneming op 5 belangrijkste elementen: klant, product, business case, team en financieel/impact 3. ondernemende houding: ideeen en kansen, middelen en in actie.",ondernemen maatwerk groei opstap naar ecosysteem community,0.88,0.052,3,39,2025-12-16
226,"Digital Nomads NLQF 6, 30 + 15 EC","Het ontwikkelen van (digitale) skills om te kunnen ondernemen in een snel veranderende wereld aan de hand van de nieuwste techniek en innovatie. Dit in een internationale setting (wens internationale HUBs), plaats onafhankelijk.",30,['Breda'],83,NLQF6,"studenten kunnen effectief ondernemende vaardigheden en kennis toepassen om succesvolle bedrijven te starten, te beheren en te laten groeien, met aandacht voor duurzaamheid en ethiek. deze leeruitkomst benadrukt het belang van zowel praktische als conceptuele aspecten van ondernemerschap. studenten zullen niet alleen de nodige vaardigheden verwerven om een bedrijf op te zetten en te leiden, maar ook begrip ontwikkelen voor duurzaamheidskwesties en ethische overwegingen binnen het ondernemerschapsdomein. door deze leeruitkomst te bereiken, zullen studenten in staat zijn om op verantwoorde wijze waarde te creëren en bij te dragen aan de economische ontwikkeling.",ondernemen reizen innovatie persoonlijk leerplan,0.69,0.362,5,32,2025-11-02
227,Branding: Personal Branding,"Duidelijk maken wie je bent, waar je voor staat, waar je goed in bent, waar je van houdt, wat de wereld nodig heeft (medestudenten, collega’s, opdrachtgevers en alle anderen om je heen) en waar je betaald voor kunt worden. Mensen aan je binden, van betekenis zijn, gevraagd worden waarvoor je door anderen gevraagd wilt worden.",15,['Breda'],84,NLQF6,"1. de student maakt een ontwikkelplan obv zijn persoonlijke ikigai waarin de persoonlijke geschiedenis (roots), waarden en talenten samen komen in 2/3 ontwikkeldoelen en een actieplan zodanig dat de student tot actie overgaat om zichzelf te ontwikkelen richting zijn personal brand. 2. de student realiseert persoonlijke en professionele groei door het doorlopen van de op het ikigai gebaseerde persoonlijk ontwikkelplan volgens de pdca-cyclus*, zodanig dat deze bijdraagt aan de doelgerichte en structurele doorontwikkeling tot personal brand. 3. de student creëert een persoonlijke, professionele en onderscheidende personal brand, zodanig dat de student zich persoonlijk kan onderscheiden.",zelfinzicht hogere doelen ikigai persoonlijke ontwikkeling personal brand,0.9,0.458,4,47,2025-10-18
228,Branding: Strategisch Merkenmanagement,"Met merken bijdragen aan een betere wereld. In een veranderende wereld, als merk je steentje bijdragen. Neem je als merk wel je maatschappelijke verantwoordelijkheid en geef je betekenis aan de wereld om je heen? Je leert hoe je een praktische vertaling van de SDGs maakt en hoe je als merk concreet verbindt.",15,['Breda'],85,NLQF6,"1. de belangrijkste theorieën en laatste ontwikkelingen binnen het vakgebied branding duiden, zodanig dat je passende adviezen kunt geven met betrekking tot het bouwen van betekenisvolle merken (futureproof). 2. een brandplan realiseren in de rol van brandconsultant, zodanig dat je vanuit een grondige analyse een passende brandstrategie kunt vaststellen voor een betekenisvol merk.",branding merken imago identiteit positioneren concept maatschappelijk ondernemen,0.36,0.334,3,67,2025-10-31
229,International Business Operations,"International business expansion: country assessment, entry strategy, business plan",15,['Breda'],86,NLQF6,"assess countriesm, determine entry strategies, develop international business plan",internationalization country assessment entry strategies international business plan,0.43,0.972,1,48,2025-11-20
230,International Project Management & Stakeholder Engagement 1 (15 EC) en 2 (30 EC),International project and stakeholder engagement,15,['Breda'],87,NLQF6,"create a stakeholder engagement policy, ethics in international business, international negotiation, confront competing intrests, apply lobby and advocacy strategies",international project and stakholder management intercultural,0.33,0.11,1,32,2025-09-26
231,Trust the *&^% process,"Door het riduculiseren, karikaturiseren en opblazen van het ontwerpproces zie je de waarde van dit proces en vormt het meenemen van je opdrachtgever uit de nietontwerpende context een expliciete uitdaging.",15,['Breda'],88,NLQF5,"""vertrouwen in de waarde van het (eigen) ontwerpende proces. kracht van het ontwerpende proces kunnen laten ervaren aan niet ontwerpende derden. """,spelen falen experimenteren ontdekken persoonlijke ontdekking anti design reflectie omgaan met onzekerheid ongemak vertrouwen op je eigen proces kansen zien omgevingssensitiviteit,0.51,0.764,2,65,2025-10-06
232,Tutorial Club,Nog niet bekend,15,['Den Bosch'],90,NLQF5,,,0.55,0.03,3,54,2025-09-01
233,"Artistiek ondernemerschap voor kunst, design en performance","""Als creatieve maker is de kans groot dat je na je opleiding zzp’er wordt. Zeker als je graag zelf de regie houdt over jouw werk. Maar hoe zet je jezelf als maker en je creatieve werk in de markt?Tijdens deze module leer je welke kennis en vaardigheden je nodig hebt voor het ondernemerschap. Van personal branding tot je werk presenteren, van een netwerk opbouwen tot belastingaangifte doen en subsidies aanvragen. Je leert hoe welke waarde jouw werk heeft. Hoe je jezelf als maker professioneel in de kijker speelt en hoe je aan opdrachten komt. Ook heb je de mogelijkheid om met creatieve ondernemers uit het werkveld te sparren en te leren van hun ervaringen in de wereld buiten de veilige onderwijsmuren. """,15,"['Breda', 'Den Bosch']",91,NLQF5,de student leert zichzelf te branden als creative maker in de markt van zijn/haar keuze als opmaat naar het zzp' er schap en krijgt daarbij inzicht in de diverse randvoorwaarden om dit vorm te kunnen geven.,personal branding zzper schap wat betekent dat voor jou netwerken en jezelf leren goed te presenteren je portfolio bouwen en testen rechten en plichten als maker bv auteursrecht,0.48,0.216,4,80,2025-09-08
234,Avans Innovative Studio Basis,"Tijdens deze module leer je welke kennis en vaardigheden je nodig hebt voor het ondernemerschap. Van personal branding tot je werk presenteren, van een netwerk opbouwen tot belastingaangifte doen en subsidies aanvragen.",15,['Breda'],92,NLQF5,"de student demonstreert persoonlijke groei op zes competenties. hij is in staat om domeinspecifiek interdisciplinair te creëren en te experimenteren, om zo op innovatieve wijze tot meervoudige en duurzame waardecreatie te komen.",persoonlijke ontwikkeling interdisciplinair innovatie prototyping valorisatie,0.84,0.778,5,25,2025-12-22
235,BI Innovatie,"In deze module leer je wat innovaties en innovatiemethoden zijn, leren we je de grondbeginselen van organisaties en gaan we aan de slag om duurzame, verantwoordelijke innovaties te ontwikkelen. Aan het eind van deze module kun je inhoud geven aan ons eigen canvas: Het Responsible Business Innovation Canvas. Lukt je dit, dan ben je in staat om een goede start te maken als Innovator.",15,['Den Bosch'],93,NLQF5,""" als business innovator ontwikkel je als (rol...) een innovatieroute voor een opdrachtgever. aan het einde van deze module maak je op basis van je kennis over de grondbeginselen van innovatie, organisaties, organisatiekunde en innovatiemethoden een innovatieroute. je kunt complexe vraagstukken analyseren om weloverwogen beslissingen te maken tijdens het ontwerp en de implementatie van een innovatie. je houdt hierbij onder andere rekening met het innovatievermogen van een organisatie; duurzaamheids-, ethische- en maatschappelijke standpunten; haalbaarheid, wenselijkheid en levensvatbaarheid van het innovatieontwerp""",innovatie innovatie methoden casework business models responsible,0.53,0.484,5,37,2025-12-08
236,BI Design voor innovatie,"In de module Design voor Innovatie ga je aan de slag als ontwerper in het oplossen van een probleem. Samen met jouw ontwerpteam volbreng je ontwerpopdrachten, ‘challenges’ genaamd. Elke challenge legt de nadruk op andere gebieden binnen de design discipline.",15,['Den Bosch'],93,NLQF5,""" als business innovator ga je als creatief ontdekker innovatieve producten ontwikkelen in het innovatieproces. aan het eind van deze module kun je ideeën genereren (divergeren), uitdagen en selecteren (convergeren); kun je je concepten d.m.v. schetsen of het bouwen van een prototype visualiseren; en kun je je ideeën en concepten presenteren aan gebruikers en opdrachtgever. je kunt creatieve ontwerp- en maakmethoden inzetten om producten, diensten en merken te creëren passend bij de behoeften en wensen van de doelgroep. je kunt een ontwerpproces inrichten, doorlopen, aanpassen, daarop kritisch terugkijken, en toepassen in een innovatieproject.""",design thinking visualiseren basis branding,0.48,0.092,4,70,2025-10-22
237,BI Onderzoek voor innovatie,"In deze module leer je spelen met onderzoeksmethoden die je helpen om een innovatie te realiseren. In een innovatie proces zijn er verschillende fasen te bedenken waar onderzoek een deel van uitmaakt. Je leert (innovatieve) manieren van onderzoek om het probleem achter het probleem te vinden, oplossingsrichtingen verder te brengen en de oplosing te realiseren.",15,['Den Bosch'],93,NLQF5,"""leeruitkomst 2 als business innovator doe je in alle fasen van je innovatieproject onderzoek. aan het einde van deze module maak je de juiste keuzes in onderzoeksmethodes in iedere fase. in het vooronderzoek formuleer je relevante onderzoeksvragen en kies je passende onderzoeksmethodes. vervolgens breng je de bestaande- en de gewenste situatie in kaart middels uitvoeren van de gekozen onderzoeksmethodes, waarna je een systematische concept-test opzet en uitvoert. op basis van kritische analyse en onderzoek weeg je perspectieven van interne stakeholders af. hierdoor kun je een haalbare realisatiestrategie ontwikkelen. je kunt een onderzoeksproces inrichten, doorlopen, aanpassen, daarop kritisch terugkijken, en toepassen in een innovatieproject.​ tenslotte kun je reflecteren op de waarde van gebruikte onderzoeksmethodes en de kwaliteit van uitvoering. dit grondige onderzoek zorgt voor succesvollere innovaties. (nog iets over ‘rol’ toevoegen?)""",onderzoek voor innovatie prototype testing implementatie onderzoek concept test,0.65,0.578,2,24,2025-11-18
248,Module 2.1 Oriëntatie op het beroepenveld,Studenten ontdekken welke plek ze in het beroepenveld van de gebouwde omgeving willen innemen,15,"['Den Bosch', 'Tilburg']",94,NLQF5,door experimenteren ontdekken studenten welke plek ze binnen het beroepenveld van gebouwde omgeving willen innemen.,traineeship persoonlijke interesses exploreren welzijn persoonlijke groei,0.39,0.716,5,66,2025-10-17
249,Module 2.1/2.3 Acquireren en Aanbesteden,Studenten maken kennis met modern/professioneel opdrachtgever en opdrachtnemerschap. Daarbij is er aandacht voor innovatief aanbesteden en acquireren.,15,"['Den Bosch', 'Tilburg']",95,NLQF5,"in de rol van opdrachtgever of opdrachtnemer doorlopen studenten een aanbesteding, waarbij er aandacht is voor professioneel opdrachtgever- en -nemerschap, duurzaamheid en innovatie",innovatief professioneel opdrachtgever en opdrachtnemerschap storytelling,0.82,0.622,3,44,2025-10-26
250,Module 2.1/2.3 Circulair Bouwen / Revitaliseren,Studenten ontdekken wat circulaire economie in de bouw betekent en passen deze kennis toe,15,"['Den Bosch', 'Tilburg']",96,NLQF5,"studenten onderzoeken wat circulaire economie is, beschrijven wat circulariteit in de bouw is aan de hand van theoretische modellen en passen deze toe in een casus.",migration resilience crisis response risk management policy management,0.35,0.38,2,21,2025-11-25
251,Module 2.1/2.3 Creëren en Experimenteren,"Studenten werken door middel van prototyping, experimenteren en creatief ontwerpen  aan product-innovaties en nieuwe materialen",15,"['Den Bosch', 'Tilburg']",97,NLQF5,"door middel van prototyping, experimenteren en creatief ontwerpen werken studenten aan product-innovaties en nieuwe materialen",creatief ontwerpen productinnovatie materialen prototyping enof fieldlab,0.94,0.208,3,29,2025-09-14
252,Module 2.1/2.3 Cultureel Voortbouwen,"Studenten verdiepen zich in historisch bewustzijn, cultuur en gedrag, multi-culturele samenleving en participatie maatschappij om tot een toekomstbestendig ontwerp voor de gebouwde omgeving te komen",15,"['Den Bosch', 'Tilburg']",94,NLQF5,"studenten verdiepen zich in historisch bewustzijn, cultuur en gedrag, multi-culturele samenleving en participatie maatschappij om tot een toekomstbestendig ontwerp voor de gebouwde omgeving te komen",cultuur gedrag historische bewustzijn multiculturele samenleving participatiemaatschappij,0.8,0.216,1,75,2025-11-29
253,Module 2.1/2.3 Maatschappelijke Transities,Studenten bedenken oplossingen voor vraagstukken in de gebouwde omgeving die het gevolg zijn van maatschappelijke transities.,15,"['Den Bosch', 'Tilburg']",96,NLQF5,,klimaatverandering adaptatie energietransitie watermanagement verandermanagement productinnovatie,0.43,0.394,2,49,2025-09-28
254,Module 2.1/2.3 Toekomstgericht Ontwerpen,Studenten maken kennis met natuurinclusief ontwerpen en post-humaan denken en passen dit toe in gebiedsontwikkeling en woningbouwvraagstukken,15,"['Den Bosch', 'Tilburg']",97,NLQF5,"studenten leren om de ontwerpopgaven voor de toekomst in een breder maatschappelijk kader te plaatsen, het menselijk perspectief staat niet per definitie centraal - discussie over complexe duurzaamheidsvraagstukken zoals 'groene groei of degrowth' - om te kunnen komen tot onderbouwde ontwerpvraagstukken.",natuurinclusief ontwerpen post humaan denken transitiedenken paradigma shift,0.3,0.98,5,69,2025-11-26
255,Module 2.3 Data gestuurd Ontwerp (Data Driven Design),Studenten gebruiken (big) data om ontwerpen voor de gebouwde omgeving te maken of te verbeteren om zo de gebruikservaring van een ontwerp te verbeteren,15,"['Den Bosch', 'Tilburg']",94,NLQF5,studenten ontwerpen een onderdeel van de gebouwde omgeving met behulp van data,data driven design big data bimgis parametrisch ontwerpen virtual reality storytelling,0.83,0.25,2,78,2025-11-17
256,Module 2.3 Materiaal en Ontwerp,Studenten gaan aan de slag met ontwerpen op basis van nieuwe materialen en hun eigenschappen,15,"['Den Bosch', 'Tilburg']",96,NLQF5,studenten ontwerpen een object in de gebouwde omgeving met behulp van nieuwe materialen en hun eigenschappen,biomimicry tectoniek en nieuwe materialen milieu impact creatief ontwerpen story telling,0.76,0.4,2,64,2025-11-27
257,Module 2.3 Projectmanagement,Modern projectmanagment en ondernemerschap in de gebouwde omgeving. Welke nieuwe management tools vragen de materiaal en energietransitie,15,"['Den Bosch', 'Tilburg']",95,NLQF5,"student gebruiken projectmanagement om een project te plannen, uit te voeren en te evalueren rekening houdend met de grotik-aspecten",projectmanagement lean bedrijfskunde exploitatie en investeringsmodel,0.77,0.524,2,24,2025-09-02
258,Module 3.4 Duurzaam gebouwde omgeving - Energietransitie in de praktijk,Student gaan aan de slag met een casus rondom biobased bouwen en/of energietransitie en werken daarin samen met studenten vanuit hun eigen expertise,15,"['Den Bosch', 'Tilburg']",98,NLQF6,student kan interdisciplinair samenwerken rondom een maatschappelijke uitdaging,interdisciplinair biobased bouwen nieuwe materialen,0.8,0.956,2,74,2025-12-18
259,Module 3.4 Duurzaam gebouwde omgeving - Gezondheid en zorg,"Student gaan aan de slag met een casus rondom gezondheid, zorg en welzijn in de gebouwde omgeving en werken daarin samen met studenten vanuit hun eigen expertise",15,"['Den Bosch', 'Tilburg']",98,NLQF6,student kan interdisciplinair samenwerken rondom een maatschappelijke uitdaging,interdisciplinair wellbeing bouwen voor de zorg,0.35,0.85,3,75,2025-09-26
260,Module 3.4 Duurzaam gebouwde omgeving - Veilige veerkrachtige stad,Student gaan aan de slag met een casus rondom veilige veerkrachtige stad en werken daarin samen met studenten vanuit hun eigen expertise,15,"['Den Bosch', 'Tilburg']",98,NLQF6,student kan interdisciplinair samenwerken rondom een maatschappelijke uitdaging,interdisciplinair gebouwde omgeving resilient city,0.53,0.96,1,52,2025-09-14
261,Module 3.4 Duurzaam gebouwde omgeving - Wellbeing economie,Student gaan aan de slag met een casus rondom 'brede welvaart en nieuw ondernemerschap' in de gebouwde omgeving en werken daarin samen met studenten vanuit hun eigen expertise,15,"['Den Bosch', 'Tilburg']",98,NLQF6,student kan interdisciplinair samenwerken rondom een maatschappelijke uitdaging,interdisciplinair welbeing waardedenken,0.38,0.34,4,73,2025-10-29
262,Module 4.1/4.1Toekomstbestendig ondernemerschap in de gebouwde omgeving (nieuwe minor),"Keuzemodule gericht op modern ondernemerschap in de gebouwde omgeving, waarbij aandacht is voor continue verbeteren en verduurzamen",30,['Tilburg'],96,NLQF6,studenten ervaren wat het is op een duurzamen manier te ondernemen in de gebouwde omgeving,ondernemen duurzaamheid lean bedrijfskunde,0.86,0.53,2,20,2025-10-26
263,"Module 4.1/4.2: BIM, Digitalisering en Virtueel Bouwen (Bestaande minor: doorontwikkelen)","Studenten ontwikkelen skills die nodig zijn voor de digitalisering van de bouwsector. Ze leren werken met moderne ICT tools voor Building Information Modeling/Management (BIM), doen praktijkervaring op bij koplopers in het werkveld, en gaan aan de slag met onderwerpen zoals Digital Twins, Virtual Reality, programmeren en AI.",30,['Den Bosch'],99,NLQF6,het kunnen inzetten van moderne bim/ict tools en innovatieve digitale technologieën ten behoeve van de ontwikkeling van de gebouwde omgeving. het kunnen leveren van een actieve bijdrage aan de digitaliseringsslag binnen bedrijven uit de bouw- en infrasector.,digitalisering building information modelling innovatie virtual reality digital twins,0.71,0.664,5,37,2025-12-24
264,Module 4.1/4.2: Circulair Constructief Ontwerpen (Bestaande minor),Een keuzemodule constructief ontwerpen waarbij wordt gekeken hoe om te gaan met circulariteit van grondstoffen en materialen voor een lager milieu-impact  door materiaalgebruik in het domein van de gebouwde omgeving.,30,['Den Bosch'],100,NLQF6,het kunnen opstellen van contructieve ontwerpen waarbij rekening wordt gehouden met (biobased) materiaal (her)gebruik voor nu en in de toekomst.,duurzaamheid circulariteit footprint biobased materiaal hergebruik,0.52,0.274,2,51,2025-09-07
265,Module 4.1/4.2: CO2 Negatief Ontwerpen (bestaande minor),"Een keuzemodule ruimtelijk ontwerpen rondom de transitie naar bouwen met biobased materialen, de ketenintegratie met de producenten van snel hernieuwbare grondstoffen en de reductie van de milieu-impact van materiaalgebruik in het domein van de gebouwde omgeving.",30,['Tilburg'],97,NLQF6,,duurzaamheid footprint milieuimpact ruimtelijk ontwerp biobased bouwen,0.34,0.054,5,66,2025-09-03
266,Module 4.1/4.2: Disruptive Events: Migration Policy and Practice,"In this module students dive into one of the main issues that has caused disruption in Europe in recent years: migration. Courses are focused on governance and policy; radicalization and terrorism; and ethics. During 2 field trips abroad, students conduct participatory research in refugee camps (such as Athens, Calais, Palermo).",15,['Tilburg'],101,NLQF6,,migration resilience crisis response risk management policy management,0.5,0.58,3,68,2025-12-20
267,Module 4.1/4.2: Drowning cities (bestaande minor),"An interdisciplinary team of student (urban planner, architect and civil/water-manager) work together to deal with the threat of water to inhabited places globally. Floodings and droughts , are a worldwide problem to the livelihood of a large number of people on this planet. Students will work together with a peer team in Vietnam to come with sustainable and floodproof solutions to urbanized areas.",30,['Tilburg'],94,NLQF6,"1. developing skills in design and research and working as an expert in a team of experts.2. coming up with and testing innovative design solutions to embrace water instead of fighting it.3. by identifying stakeholders and understanding their interests and by understanding flood management, you will be able to translate design requirements into an architectural ,spatial and water proposal.4. by understanding what the dutch approach entails, you will be able to test its principles while exploring water and liveability problems abroad. 5. by understanding the problem of climate change in relation to the building industry, you will be able to make sustainable design decisions",ruimtelijk ontwerp globale en nationale waterproblematiek biobased bouwen multicultureel,0.51,0.998,5,30,2025-09-23
268,Module 4.1/4.2: Infrastructuur (Bestaande minor: doorontwikkelen),Studenten  maken een aanbesteding mee waarin ze in de rol van aannemer een aanbieding moeten maken voor het realiseren van een stuk snelweg.,30,['Den Bosch'],102,NLQF6,,infrastructuur aanbesteden verduurzamen co2 reductie,0.77,0.464,4,40,2025-12-19
269,Module 4.1/4.2: Stad van de Toekomst (Bestaande minor),"Het algemene doel van de minor is om het vermogen te ontwikkelen vooruitstrevende “ruimtelijke, sociale en / of technologische plannen, kortom interdisciplinaire plannen” te maken die een  antwoord formuleren op de stedelijke vraagstukken van de toekomst.",30,['Tilburg'],103,NLQF6,,stedelijke ontwikkeling ruimte sociaal techniek,0.71,0.126,1,45,2025-12-16
270,Module 4.1/4.2: Uitvoering CT (nieuwe minor),Studenten gaan aan de slag met het uitvoeren van een civieltechnisch of bouwkundig project,30,"['Den Bosch', 'Tilburg']",104,NLQF6,student kan een civiel project op een aantoonbaar duurzame manier uitvoeren,uitvoering gebouwde omgeving,0.88,0.134,5,44,2025-12-20
271,Minor CSBS,Studenten leren een duurzaam exportplan schrijven.,30,['Den Bosch'],101,NLQF6,adviseren over een duurzaam exportplan,adviseren rapporteren cultuur exportplan internationalisering,0.61,0.664,5,41,2025-12-18
272,Duurzame Business Modellen,Studenten leren duurzame business modellen toe te passen,15,['Den Bosch'],101,NLQF5,toepassen van en adviseren over duurzame business modellen,duurzaamheid business modellen advisering,0.38,0.738,1,78,2025-09-18
273,Bossche Impact Studio - basis,Studenten leren volgens de methodiek van design thinking een verbeterontwerp te maken.,15,['Den Bosch'],101,NLQF5,maken van een verbeterontwerp dor middel van design thinking,desighn thinking methode ontwerp toepassen,0.76,0.366,4,46,2025-10-08
274,Lean Yellow belt,Studenten behalen een yellow belt certificaat,15,['Den Bosch'],101,NLQF5,behalen yellow belt certificaat,lean yellow belt procesverbetering advisering,0.79,0.578,2,68,2025-12-08
275,Doctor Business,Studenten leren op een strategische en integrale manier een bedrijf te analyseren en hierover te adviseren,15,['Den Bosch'],101,NLQF5,strategisch advies geven over een bedrijfssituatie,bedrijfsanalyse strategisch denken advisering,0.66,0.246,5,32,2025-12-24
276,Datadriven Business,"Studenten leren om data te gebruiken als bron voor besluitvorming
Studenten leren datadriven business toepassen",15,['Den Bosch'],101,NLQF5,toepassen van datadriven business bij organisatievraagstukken,digitalisering datadriven business besluitvorming onderzoek,0.8,0.594,1,52,2025-09-15
277,Arbeidsrecht,"Als HR professional of leidinggevende is het belangrijk om je soepel te kunnen bewegen in dit juridische speelveld. In de praktijk betekent dit dat je kennis moet hebben van de actuele ontwikkelingen op de verschillende rechtsgebieden, maar in de moderne beroepspraktijk is het zeker zo belangrijk dat je ook beschikt over de juiste vaardigheden en competenties.  In deze module is er daarom naast de theoretische component, volop ruimte voor trainingen en workshops gericht op het ontwikkelen van vaardigheden als advisering, juridisch argumenteren, en conflicthantering.",15,['Den Bosch'],101,NLQF5,,juridisch arbeidsrelaties ethiek,0.62,0.88,3,53,2025-11-03
278,"HRM voor niet-HRM-ers, of: Employee Experience Management",Studenten leren over de belangrijke bijdrage van Employee Experience aan een Duurzame Bedrijfsvoering; ideaal voor people managers in alle branches.,15,"['Breda', 'Den Bosch']",101,NLQF5,"na het volgen van deze module kan je met oog voor employee experience, de in- door- en uitstroom van medewerkers in organisaties zodanig te beinvloeden, dat zij optimaal & duurzaam bijdragen aan de doelstellingen van de organisatie.",employee journey employee experience medewerkerstevredenheid leidinggevenden hrm,0.64,0.702,1,60,2025-11-28
279,Talent Acquisition & Branding,Employer Branding en Personal Branding: hoe branding een rol speelt in wervingsstrategien van organisaties en in je eigen loopbaan.,15,['Den Bosch'],101,NLQF5,"je kan op basis van een analyse een passende branding strategie opstellen voor een organisatie, waarmee de organisatie haar wervingsstrategie kracht bij kan zetten.",branding employer branding personal branding recruitment loopbaanontwikkeling,0.58,0.32,3,54,2025-12-28
280,Future of …. (Finance),"Trends zoals circulaire economie, veranderende wet- en regelgeving, robotisering, data-mining, scenario-planning en kunstmatige intelligentie kunnen grote invloed hebben op de wijze waarop we straks werken en organiseren. In deze keuzemodule kijken we samen met vooruitstrevende bedrijven en organisaties (onze partners) hoe deze trends de rol van de professional in het economisch domein veranderen en hoe deze trends geïmplementeerd kunnen worden in de praktijk.",30,"['Breda', 'Den Bosch']",101,NLQF5,"1. je zet acties uit bij een organisatie gericht op een trend op het gebied van finance, zodanig dat de organisatie op basis daarvan beslissingen kan nemen.
2. je maakt de impact van een trend op het gebied van finance inzichtelijk voor verschillende doelgroepen.",future technologie data duurzaam economisch domein,0.32,0.918,4,20,2025-12-10
281,Financieel economische criminaliteit,"In deze module leert de student verschillende vormen van financieel economische criminaliteit, waar verschillende organisaties in de praktijk mee te maken krijgen, herkennen. De student snapt de rol van verschillende partijen in de brede aanpak van deze vorm van criminaliteit. De student leert over relevante wet- en regelgeving, maar ook over ethiek en integriteit.",15,['Den Bosch'],101,NLQF5,"1. de student herkent signalen van mogelijke financieel economische criminaliteit binnen organisaties.
2. de student onderneemt de juiste stappen, indien hij/zij signalen van mogelijke financieel economische criminaliteit oppikt.",criminaliteit fraude witwassen bestrijding,0.37,0.272,2,40,2025-09-28
282,"Duurzaamheid/ CSRD/ circulariteit,",In deze module leert de student diepgaand hoe een organisatie zich kan ontwikkelen van profit-driven naar purpose-driven. Integrated reporting zoals ook voorgeschreven door CSRD  is een middel hiervoor.,15,['Den Bosch'],101,NLQF5,de student leert wat duurzaam ondernemen is obv de csrd. hij weet de kpi's die daarbij horen te vertalen naar duurzame bedrijfsmodellen en -processen.,duurzame economie,0.32,0.328,1,67,2025-11-13
283,Safety First,Het organiseren van sociale en fysieke veilige werk- of leefomgeving,15,['Den Bosch'],101,NLQF5,het organiseren van sociale en fysieke veilige werk- of leefomgeving,sociale veiligheid fysieke veiligheid risicos,0.71,0.998,5,74,2025-10-09
289,"Studio Impact experiment, samenwerking ABE ATix, ACI?","In Studio Impact draait alles om jouw persoonlijke ontwikkeling en groei. Hoe vergroot jij jouw impact? We dagen je uit om je talenten te ontdekken en te benutten, terwijl je tegelijkertijd de waarde van de talenten van anderen leert herkennen en erkennen. Stap voor stap groei je door te experimenteren, creëren en reflecteren.

In onze werkomgeving creëer je vanuit een stevige theoretische basis.(SDG’s het zes kapitalen model, het Tripple layerd Business Model Canvas en de inner development goals) prototypes met impact Deze combinatie van kennis en vaardigheden biedt jou een breder perspectief, helpt je om kritisch en holistisch te acteren en tegenstellingen te overbruggen.

Je werken in teams met bedrijven en onderzoekers aan vraagstukken op het snijvlak van duurzaamheid, maatschappij en ethiek. Meervoudige waardecreatie staat centraal. Tijdens de module doorloop je meerdere projcten van 1 of 2 weken. Je verbreedt en verdiept je zelf en geeft jouw eigen impact vorm",15,['Breda'],105,NLQF5,"de student demonstreert persoonlijke groei op de vijf ""inner development goals"", waardoor hij in staat is om door interdisciplinair te experimenteren en te creëren op ethische en duurzame wijze tot meervoudige waardecreatie te komen. (uitkomsten kunnen vertalen naar het zes capitalen model of waardecreatiemodel van het iirc).",talentontwikkeling interdisciplinair samenwerken etisch handelen reallife cases duurzaamheid,0.5,0.79,4,25,2025-10-27
290,Organizational Behavior (samenwerking HRM - IVK),"Een keuzemodule OB put uit inzichten uit de (organisatie-) psychologie, sociologie, en economie om gedrag in organisaties te onderzoeken en te begrijpen.",30,['Breda'],106,NLQF5,"studenten ontwikkelen een doorleefd begrip van verschillende opvattingen (filosofieën) rondom organisatiegedrag, en zijn hiermee in staat om een waardevolle bijdrage te kunnen leveren aan een organisatie in verandering.",organisatiegedrag groepsdynamica verandermanagement organisatiecultuur leiderschap,0.63,0.966,1,47,2025-09-17
291,Openbare orde & Handhaving (O.O.H.),"Inzicht in opsporingsbevoegdheden en strafvordering, onderzoek doen naar openbare orde trends en aanpak en vaardigheden omtrent grensoverschrijdende praktijksituaties bij opsporingsambtenaren.",15,['Breda'],107,NLQF5,onderzoek binnen gemeenschap op objectieve en subjectieve veiligheid vd openbare orde zodanig dat hij een adviesrapport kan opstellen,maatschappelijk criminaliteit recht opsporing openbare orde,0.89,0.564,5,36,2025-12-12
292,Leiderschap (samenwerking BDK),Leiderschap in combinatie met zelforganisatie. Leiderschapsontwikkeling. Management Development. Link met diversiteit & inclusie. Link met persoonlijk leiderschap. Link met veranderkunde.,15,['Breda'],108,NLQF5,realiseren van organisatie en gedragsverandering door het inzetten van leiderschap.,leiderschapsstijlen verandermanagement management development persoonlijke effectiviteit,0.46,0.226,1,24,2025-11-25
293,Finance for non-financials: Do you want to get a Heads-up with you start-up,Fatima en Grainne navragen,15,"['Breda', 'Den Bosch']",109,NLQF5,,,0.57,0.852,3,50,2025-11-29
294,Levensloop van een bedrijf. Van idee naar onderneming.,Navragen bij Esther,15,['Breda'],110,NLQF5,,ondernemingsplan financieringsplan fiscale levensloop groeimodel,0.79,0.804,1,24,2025-10-14
295,De financial in zijn omgeving,"Navragen bij Lennard, Patricia en Hilde, Ben",15,['Breda'],111,NLQF5,,,0.45,0.616,1,57,2025-09-25
