id,name,description,studycredit,location,contact_id,level,learningoutcomes,module_tags,interests_match_score,popularity_score,estimated_difficulty,available_spots,start_date
250,modul circulair bouwen revitaliseren,student ontdek circulair economie bouw betekent pass kennis toe,15,"['Den Bosch', 'Tilburg']",96,NLQF5,student onderzoek circulair economie beschrijv circulariteit bouw hand theoretisch modell pass toe casus,migrat resili crisi respons risk manag polici manag,0.35,0.38,2,21,2025-11-25
251,modul creëren experimenteren,student werk middel prototyp experimenter creatief ontwerp productinnovaties nieuw material,15,"['Den Bosch', 'Tilburg']",97,NLQF5,middel prototyp experimenter creatief ontwerp werk student productinnovaties nieuw material,creatief ontwerpen productinnovati materialen prototyp enof fieldlab,0.94,0.208,3,29,2025-09-14
252,modul culturel voortbouw,student verdiep historisch bewustzijn cultur gedrag multiculturel samenlev participatie maatschappij toekomstbestend ontwerp gebouwd omgev kom,15,"['Den Bosch', 'Tilburg']",94,NLQF5,student verdiep historisch bewustzijn cultur gedrag multiculturel samenlev participatie maatschappij toekomstbestend ontwerp gebouwd omgev kom,cultur gedrag historisch bewustzijn multiculturel samenlev participatiemaatschappij,0.8,0.216,1,75,2025-11-29
253,modul maatschapp transities,student bedenk oploss vraagstuk gebouwd omgev gevolg maatschapp transities,15,"['Den Bosch', 'Tilburg']",96,NLQF5,,klimaatverander adaptatie energietransitie watermanagement verandermanagement productinnovatie,0.43,0.394,2,49,2025-09-28
254,modul toekomstgericht ontwerp,student mak kennis natuurinclusief ontwerp posthuman denk pass toe gebiedsontwikkel woningbouwvraagstuk,15,"['Den Bosch', 'Tilburg']",97,NLQF5,student ler ontwerpopgav toekomst breder maatschapp kader plaats menselijk perspectief stat per definitie central discussie complex duurzaamheidsvraagstuk zoal groen groei degrowth kom onderbouwd ontwerpvraagstuk,natuurinclusief ontwerp post human denk transitiedenk paradigma shift,0.3,0.98,5,69,2025-11-26
255,modul data gestuurd ontwerp data driven design,student gebruik big data ontwerp gebouwd omgev mak verbeter gebruikservar ontwerp verbeter,15,"['Den Bosch', 'Tilburg']",94,NLQF5,student ontwerp onderdel gebouwd omgev behulp data,data driv design big data bimgis parametrisch ontwerp virtual reality storytell,0.83,0.25,2,78,2025-11-17
256,modul materia ontwerp,student gan slag ontwerp basis nieuw material eigenschapp,15,"['Den Bosch', 'Tilburg']",96,NLQF5,student ontwerp object gebouwd omgev behulp nieuw material eigenschapp,biomimicri tectoniek en nieuw materialen milieu impact creatief ontwerpen stori tell,0.76,0.4,2,64,2025-11-27
257,modul projectmanag,modern projectmanagment ondernemerschap gebouwd omgev welk nieuw management tol vrag materiaal energietransitie,15,"['Den Bosch', 'Tilburg']",95,NLQF5,student gebruik projectmanagement project plann voer evaluer reken houdend grotikaspect,projectmanagement lean bedrijfskund exploitatie investeringsmodel,0.77,0.524,2,24,2025-09-02
258,modul duurzam gebouwd omgev energietransitie praktijk,student gan slag casus rondom biobased bouw enof energietransitie werk daarin sam student vanuit eig expertis,15,"['Den Bosch', 'Tilburg']",98,NLQF6,student interdisciplinair samenwerk rondom maatschapp uitdag,interdisciplinair biobased bouw nieuw material,0.8,0.956,2,74,2025-12-18
259,modul duurzam gebouwd omgev gezond zorg,student gan slag casus rondom gezond zorg welzijn gebouwd omgev werk daarin sam student vanuit eig expertis,15,"['Den Bosch', 'Tilburg']",98,NLQF6,student interdisciplinair samenwerk rondom maatschapp uitdag,interdisciplinair wellbeing bouw zorg,0.35,0.85,3,75,2025-09-26
260,modul duurzam gebouwd omgev veilig veerkracht stad,student gan slag casus rondom veilig veerkracht stad werk daarin sam student vanuit eig expertis,15,"['Den Bosch', 'Tilburg']",98,NLQF6,student interdisciplinair samenwerk rondom maatschapp uitdag,interdisciplinair gebouwd omgev resilient city,0.53,0.96,1,52,2025-09-14
261,modul duurzam gebouwd omgev wellbeing economie,student gan slag casus rondom bred welvaart nieuw ondernemerschap gebouwd omgev werk daarin sam student vanuit eig expertis,15,"['Den Bosch', 'Tilburg']",98,NLQF6,student interdisciplinair samenwerk rondom maatschapp uitdag,interdisciplinair welbeing waardedenk,0.38,0.34,4,73,2025-10-29
262,modul toekomstbestend ondernemerschap gebouwd omgev nieuw minor,keuzemodul gericht modern ondernemerschap gebouwd omgev waarbij aandacht continue verbeter verduurzam,30,['Tilburg'],96,NLQF6,student ervar duurzam manier ondernem gebouwd omgev,ondernem duurzam lean bedrijfskund,0.86,0.53,2,20,2025-10-26
263,modul bim digitalis virtueel bouwen bestaand minor doorontwikkelen,student ontwikkel skill nodig digitaliser bouwsector ler werk modern ict tol building information modelingmanagement bim praktijkervar koploper werkveld gan slag onderwerp zoal digital twin virtual reality programmer ai,30,['Den Bosch'],99,NLQF6,inzet modern bimict tol innovatiev digital technologieen ten behoev ontwikkel gebouwd omgev lever actiev bijdrag digitaliseringsslag binn bedrijv bouw infrasector,digitalis build inform model innovati virtual realiti digit twin,0.71,0.664,5,37,2025-12-24
264,modul circulair constructief ontwerpen bestaand minor,keuzemodul constructief ontwerp waarbij gekek gan circulariteit grondstoff material lager milieuimpact materiaalgebruik domein gebouwd omgev,30,['Den Bosch'],100,NLQF6,opstell contructiev ontwerp waarbij reken gehoud biobased materiaal hergebruik toekomst,duurzam circulariteit footprint biobased materiaal hergebruik,0.52,0.274,2,51,2025-09-07
265,modul co negatief ontwerp bestaand minor,keuzemodul ruimtelijk ontwerp rondom transitie bouw biobased material ketenintegratie producent snel hernieuw grondstoff reductie milieuimpact materiaalgebruik domein gebouwd omgev,30,['Tilburg'],97,NLQF6,,duurzam footprint milieuimpact ruimtelijk ontwerp biobased bouw,0.34,0.054,5,66,2025-09-03
266,modul disrupt event migrat polici practic,modul student dive one main issu caus disrupt europ recent year migrat cours focus govern polici radic terror ethic field trip abroad student conduct participatori research refuge camp athen calai palermo,15,['Tilburg'],101,NLQF6,,migrat resili crisi respons risk manag polici manag,0.5,0.58,3,68,2025-12-20
267,modul drown citi bestaand minor,interdisciplinari team student urban planner architect civilwatermanag work togeth deal threat water inhabit place global flood drought worldwid problem livelihood larg number peopl planet student work togeth peer team vietnam come sustain floodproof solut urban area,30,['Tilburg'],94,NLQF6,develop skill design research work expert team expert come test innov design solut embrac water instead fight identifi stakehold understand interest understand flood manag abl translat design requir architectur spatial water propos understand dutch approach entail abl test principl explor water liveabl problem abroad understand problem climat chang relat build industri abl make sustain design decis,ruimtelijk ontwerp global national waterproblematiek biobased bouw multiculturel,0.51,0.998,5,30,2025-09-23
268,modul infrastructuur bestaand minor doorontwikkelen,student mak aanbested mee waarin rol aannemer aanbied moet mak realiser stuk snelweg,30,['Den Bosch'],102,NLQF6,,infrastructur aanbested verduurzam co reductie,0.77,0.464,4,40,2025-12-19
269,modul stad toekomst bestaand minor,algemen doel minor vermog ontwikkel vooruitstrev “ruimtelijk social technologisch plann kortom interdisciplinair plannen” mak antwoord formuler stedelijk vraagstuk toekomst,30,['Tilburg'],103,NLQF6,,stedelijk ontwikkel ruimt sociaal techniek,0.71,0.126,1,45,2025-12-16
270,modul uitvoer ct nieuw minor,student gan slag uitvoer civieltechnisch bouwkund project,30,"['Den Bosch', 'Tilburg']",104,NLQF6,student civiel project aanton duurzam manier uitvoer,uitvoer gebouwd omgev,0.88,0.134,5,44,2025-12-20
271,minor csb,student ler duurzam exportplan schrijv,30,['Den Bosch'],101,NLQF6,adviser duurzam exportplan,adviseren rapporteren cultuur exportplan internationalis,0.61,0.664,5,41,2025-12-18
272,duurzam busi modellen,student ler duurzam busines modell toe pass,15,['Den Bosch'],101,NLQF5,toepass adviser duurzam busines modell,duurzaamheid busi modellen advis,0.38,0.738,1,78,2025-09-18
273,bossch impact studio basi,student ler volgen methodiek design thinking verbeterontwerp mak,15,['Den Bosch'],101,NLQF5,mak verbeterontwerp dor middel design thinking,desighn thinking method ontwerp toepass,0.76,0.366,4,46,2025-10-08
274,lean yellow belt,student behal yellow belt certificat,15,['Den Bosch'],101,NLQF5,behalen yellow belt certificaat,lean yellow belt procesverbet advis,0.79,0.578,2,68,2025-12-08
275,doctor busi,student ler strategisch integral manier bedrijf analyser hierover adviser,15,['Den Bosch'],101,NLQF5,strategisch advies gev bedrijfssituatie,bedrijfsanalys strategisch denk adviser,0.66,0.246,5,32,2025-12-24
276,datadriven busi,student ler data gebruik bron besluitvorm student ler datadriv busines toepass,15,['Den Bosch'],101,NLQF5,toepass datadriv busines organisatievraagstuk,digitalis datadriven busi besluitvorm onderzoek,0.8,0.594,1,52,2025-09-15
277,arbeidsrecht,hr professional leidinggev belangrijk soepel beweg juridisch speelveld praktijk betekent kennis actuel ontwikkel verschill rechtsgebied modern beroepspraktijk zeker belangrijk beschikt juist vaardig competenties modul daarom naast theoretisch component volop ruimt training workshop gericht ontwikkel vaardig adviser juridisch argumenter conflicthanter,15,['Den Bosch'],101,NLQF5,,juridisch arbeidsrelaties ethiek,0.62,0.88,3,53,2025-11-03
278,hrm niethrmer employee experienc management,student ler belangrijk bijdrag employee experienc duurzam bedrijfsvoer ideaal peopl manager all branches,15,"['Breda', 'Den Bosch']",101,NLQF5,volg modul oog employee experienc uitstrom medewerker organisaties zodan beinvloed optimal duurzam bijdrag doelstell organisatie,employee journey employee experienc medewerkerstevred leidinggev hrm,0.64,0.702,1,60,2025-11-28
279,talent acquisit brand,employer branding personal branding branding rol speelt wervingsstrategien organisaties eig loopban,15,['Den Bosch'],101,NLQF5,basis analys passend branding strategie opstell organisatie waarmee organisatie wervingsstrategie kracht zet,brand employ brand person brand recruit loopbaanontwikkel,0.58,0.32,3,54,2025-12-28
280,futur … financ,trend zoal circulair economie verander wet regelgev robotiser datamin scenarioplann kunstmat intelligentie grot invloed wijz waarop we strak werk organiser keuzemodul kijk we sam vooruitstrev bedrijv organisaties onz partner trend rol professional economisch domein verander trend geimplementeerd praktijk,30,"['Breda', 'Den Bosch']",101,NLQF5,zet acties organisatie gericht trend gebied financ zodan organisatie basis daarvan besliss nem maakt impact trend gebied financ inzicht verschill doelgroep,futur technologi data duurzaam economisch domein,0.32,0.918,4,20,2025-12-10
281,financieel economisch criminaliteit,modul leert student verschill vorm financieel economisch criminaliteit war verschill organisaties praktijk mee mak krijg herkenn student snapt rol verschill partij bred aanpak vorm criminaliteit student leert relevant wet regelgev ethiek integriteit,15,['Den Bosch'],101,NLQF5,student herkent signal mogelijk financieel economisch criminaliteit binn organisaties student onderneemt juist stapp indien hijzij signal mogelijk financieel economisch criminaliteit oppikt,criminaliteit fraud witwass bestrijd,0.37,0.272,2,40,2025-09-28
282,duurzaamheid csrd circulariteit,modul leert student diepgaand organisatie ontwikkel profitdriv purposedriv integrated report zoal voorgeschrev csrd middel hiervor,15,['Den Bosch'],101,NLQF5,student leert duurzam ondernem obv csrd wet kpis daarbij hor vertal duurzam bedrijfsmodell process,duurzam economi,0.32,0.328,1,67,2025-11-13
283,safeti first,organiseren social fysiek veilig werk leefomgev,15,['Den Bosch'],101,NLQF5,organiseren social fysiek veilig werk leefomgev,social veiligheid fysiek veiligheid risico,0.71,0.998,5,74,2025-10-09
289,studio impact experi samenwerk abe atix aci,studio impact draait jouw person ontwikkel groei vergrot jij jouw impact we dag talent ontdek benut terwijl tegelijkertijd waard talent ander leert herkenn erkenn stap stap groei experimenter crer reflecter onz werkomgev creeer vanuit stevig theoretisch basissdg’ zes kapital model trippl layerd busines model canvas inner development goal prototypes impact combinatie kennis vaardig biedt jou breder perspectief helpt kritisch holistisch acter tegenstell overbrugg werk team bedrijv onderzoeker vraagstuk snijvlak duurzam maatschappij ethiek meervoud waardecreatie stat central tijden modul doorlop meerder projct wek verbreedt verdiept geeft jouw eig impact vorm,15,['Breda'],105,NLQF5,student demonstreert person groei vijf inner development goal waardor stat interdisciplinair experimenter crer ethisch duurzam wijz meervoud waardecreatie kom uitkomst vertal zes capital model waardecreatiemodel iirc,talentontwikkel interdisciplinair samenwerk etisch handel reallif cases duurzam,0.5,0.79,4,25,2025-10-27
290,organiz behavior samenwerk hrm ivk,keuzemodul ob put inzicht organisatie psychologie sociologie economie gedrag organisaties onderzoek begrijp,30,['Breda'],106,NLQF5,student ontwikkel doorleefd begrip verschill opvat filosofieen rondom organisatiegedrag hiermee stat waardevoll bijdrag lever organisatie verander,organisatiegedrag groepsdynamica verandermanagement organisatiecultur leiderschap,0.63,0.966,1,47,2025-09-17
291,open ord handhav ooh,inzicht opsporingsbevoegd strafvorder onderzoek open ord trend aanpak vaardig omtrent grensoverschrijd praktijksituaties opsporingsambtenar,15,['Breda'],107,NLQF5,onderzoek binn gemeenschap objectiev subjectiev veilig vd open ord zodan adviesrapport opstell,maatschapp criminaliteit recht opspor open ord,0.89,0.564,5,36,2025-12-12
292,leiderschap samenwerk bdk,leiderschap combinatie zelforganisatie leiderschapsontwikkel management development link diversiteit inclusie link person leiderschap link veranderkund,15,['Breda'],108,NLQF5,realiser organisatie gedragsverander inzet leiderschap,leiderschapsstijl verandermanagement management development person effectiviteit,0.46,0.226,1,24,2025-11-25
293,financ nonfinanci want get headsup startup,fatima grainn navragen,15,"['Breda', 'Den Bosch']",109,NLQF5,,,0.57,0.852,3,50,2025-11-29
294,levenslop bedrijf idee ondernem,navrag esther,15,['Breda'],110,NLQF5,,ondernemingsplan financieringsplan fiscal levenslop groeimodel,0.79,0.804,1,24,2025-10-14
295,financial omgev,navrag lennard patricia hild,15,['Breda'],111,NLQF5,,,0.45,0.616,1,57,2025-09-25
296,onzicht waard zichtbar mak marlen jans groesbek,tegenwoord will organisaties sted vaker lat zien impact maatschappij natur men omgev vrij modul krijg student inzicht verschill manier waarop organisaties waard bepal lat zien buitenwereld vanuit intrinsiek motivatie gedwong meervoud waardecreatie lat zien nieuw wetgev,15,"['Breda', 'Den Bosch']",112,NLQF5,student legg concept meervoud waardecreatie koppel concept organisaties student verbind financiel financiel informatie elkar waardor maatschapp verdienvermog toekomstbestend nederland economie zichtbar student onderkenn maatschapp kans risicos organisatie gev hierover advies,meervoud waardecreatie duurzam ondernem rapporter boekhoud esg,0.35,0.51,1,22,2025-09-17
297,rapporter financiel informatie duurzam transparant ondernem,student gan slag organisatie kpi dashboard ontwikkel financiel informatie welk lijn ligt csrd,15,['Breda'],113,NLQF5,lu student kennis duurzaamheidsverslaggev uiting breng middel poster presentatie ander soort product lu student analyseert duurzaamheidsverslag grot organisatie beoordeelt hoeverr voldoet wet regelgev vanuit csrd lu student stelt kpi dashboard mkborganisatie opdrachtgever vanuit werkveld basis materialiteitsanalys zodan ondernem hiervor achteraf verantwoord aflegg middel bestuursverslag,duurzaamheid rapport csrd account advis,0.49,0.37,4,72,2025-09-13
298,levensverander gebeurteniss vanuit financieel fiscal juridisch oogpunt,jongvolwass sta aantal levensverander gebeurteniss financiel fiscal juridisch gevolg denk aankop eig woning samenwon trouw krijg kinder opbouw pensioen modul bereid wij student zodat weloverwog keuzes mak,15,['Breda'],114,NLQF5,bent bewust fiscal financiel juridisch gevolg levensverander gebeurteniss wet basis welk overweg weloverwog keuz kunt mak bent stat person financiel fiscal juridisch planning mak,financieel fiscal juridisch levensverander gebeurteniss,0.4,0.096,1,42,2025-11-23
299,robot challeng,tijden keuzemodul gat studentgroep slag ontwerp bouw robot voorbeeld mijnenveger oid robot tooling mogelijk geproduceerd dgeprint onderdel tijden keuzemodul gat studentgroep slag ontwerp bouw robot voorbeeld mijnenveger oid robot tooling mogelijk geproduceerd dgeprint onderdel,15,['Den Bosch'],101,NLQF5,voorbeeld project waarbij mijnenveger gemaakt detailontwerp ec student maakt ontwerp robot localiseert oppakt afgat vanweg kort looptijd keuzemodul gebruik gemaakt snel ontwerpproces student begeleid prototyp ec ontwerp gerealiseerd prototyp haalbar gebruik gemaakt schaalmodel meerder material d print verschill material aanvull kennis d print vereist resulat uiteind tijden wedstrijddag getest energiemanagement ec robot autonom localiser hiervor ruw terrein rijd juist plek stopp voorzicht oppak transporter locatie war veilig onschad gemaakt gebeur beperkt energievoorrad accutechniek,bestur mechatronica rapid prototyp,0.9,0.972,5,56,2025-09-25
300,seriou game opti,multidisciplinair projectgroep elk student eig tak ontwikkel applied gam echt klant daarnaast student eig aangegev niveau moet verdiep werkzam disciplines,15,['Den Bosch'],101,NLQF5,ontwerpt en realiseert basis onderzoek aangeleverd requirement toegepast gameconcept past doelgroep gesteld doel hierbij all stakeholder behoeft prioriteit continu gemanaged protoyp gebouwd unity,uniti appli game zorg,0.83,0.358,3,72,2025-11-07
301,seriou game opti,student leert interdisciplinair leeromgev duurzam zelfvoorzien retro arcadeconsol ontwerp realiser gebruiker aanzet beweg,15,['Den Bosch'],101,NLQF5,ontwerpt realiseert teamverband arcadegam gebruiker aantrek wijz aanzet beweg input gebruiker levert daarbij essentieel onderdel gam zowel spelverlop gedeelt energievoorzien spel,serious gaming revalidatie sport gam design zelfvoorzien,0.71,0.512,3,56,2025-09-10
302,cross medium user experi,modul cmux ler person bepaald weg aflegg jungl verschill media allen technisch design vlak ervar gevoel etc welk touchpoint kom welk opties welk invloed bijvoorbeeld funnel denk bijvoorbeeld festival stad doe ticket scanning crowd control manag horeca leuk wandel app offlin checkpoint war medewandelar ontmoet automatiseringstechniek nodig mobil app websit pos visual design poster uis vooral onwerp reisbelev grootst leerdoel we voorzien een keuzemodul gedeeld platform sitespecific gesitueerd leeromgev war mogelijk deelnemer verschill opdracht kiez opdracht elkar aanvull versterk,15,['Den Bosch'],101,NLQF6,onderzoekt toekomst context user journey reken houdend cas context randvoorwaard middel verschill designstorytellingmethodiek zodan weloverwog ontwerp gemaakt ontwerpt middel aangereikt strategieen futur user journey meerder onlin offlin touchpoint crossmediaal zodan fysiek softwaremat prototypes gemaakt realiseert basis futur user journey crossmediaal prototyp gebruikt maakt verschill media sensortechnologie zodan eindgebruiker middel gebruikertest feedback gev,crossmedia userjourney storytel futur iot,0.87,0.07,1,29,2025-11-06
303,oper research,vrijekeuzemodul ler student logisch kritisch kijk probleemstuk student gan slag netwerk schedulingproblem problem geanalyseerd goed doordacht model crer situatie gebruik heuristiek optimalisatietechniek ontwikkel student oploss problem,15,['Den Bosch'],101,NLQF5,leeruitkomst logisch kritisch denk ect student ontleedt verbindt logisch structur analytisch wijz waarbij gebruik gemaakt techniek beschik eerst ord predicatenlogica hiermee toont student logisch kritisch manier problem analyser leeruitkomst netwerk ect student analyseert klassiek praktijk specifiek netwerkproblem middel heuristiek optimalisatietechniek construeert student oploss voldoen gesteld randvoorwaard netwerkproblem student modelleert complex netwerk hand aangereikt praktijkproblem gebruik netwerk construeert student oploss problem leeruitkomst schedul ect student analyseert klassiek praktijk specifiek schedulingproblem middel heuristiek construeert student oploss voldoen gesteld randvoorwaard schedulingproblem hierbij maakt student gebruikt modern techniek softwar binn vakgebied operation research,operation research algoritmiek kritisch denk logica discret wiskund,0.82,0.728,4,29,2025-12-14
304,robot ai interfac opti,binn keuzemodul “robotic ai interfaces” gan student team hand design thinking method exploratief praktijkgericht onderzoek uitvoer vrag “wat nodig robotic aiinterfaces succesvol zet praktijk” waarborg resultat succesvol ingezet praktijk binn keuzemodul gewerkt vanuit gesitueerd ontwerpmethod gesitueerd ontwerpmethod werkt vanuit doelstell aannam verwerk ontwerp enkel vanuit onderbouwd onderzoekresultat realistisch praktijksituaties werk eindresultat zull student prof concept oplever gevalideerd getest praktijk,15,"['Breda', 'Den Bosch']",101,NLQF6,draagt vanuit eig specialism mak prof concept doormiddel robotic interfac bijdrag levert vraagstuk aangereikt praktijk robotic interfac maakt gebruik natural interaction bevat minmog gebruik tekst scherm robotic interfac getest praktijksituatie exploreert doormiddel makend onderzoek context aangereikt vraagstuk praktijk wet resultat zet bevind bijdrag ontwikkel prof concept makend onderzoek uitgevoerd realistisch gesitueerd context vraagstuk praktijk doe kaart breng war wanner robotic interfaces ingezet praktijk situatie werkt teamverband sam ontwikkel prof concept vraagstuk praktijk binn team zet person ontwikkeldoel werkt gedur opdracht behal hiervan wet jouw bijdrag team eig leermoment duid onderbouw start project schrijf plan aanpak daarin samenwerkingsafsprak verdel teamroll maakt daarbij werkplann tijden project werk professionel sam medestudent begeleid projectdocent geeft groepsgenot feedback reflecteert voortgang project eig bijdrag hieran person ontwikkel communiceert regelmat voorgeschrev wijz groepsvoortgang opdrachtgever sluit project af product drag opdrachtgever waarbij reken houdt publiek zorgt goed structur overdracht,artificial intelligenc fysiek ruimt problem solving onderzoek mak praktijksituaties,0.42,0.63,4,38,2025-12-18
305,robot ai interfac opti,tijden keuzemodul gan student slag nieuw manier landbouw duurzam circulair manier voedselproductie uitput resources economisch aantrek mak automatiser noodzak tijden keuzemodul zull student multidisciplinair werk oploss automatisch oogst beher bijvoorbeeld spot boston dynamic robot dog data voedselbos verzameld nieuw ontwikkel tooling data geinterpreteerd gebruikt bijvoorbeeld pluk snoei hiervor wer specifiek tooling ontwikkeld project bouw voort resultat voorgaand jar sluit project lectorat hiermee student optimal gebruikmak kennis kund eventuel faciliteit lectorat denk robotscamerasetc del kennis kund faciliteit gat natur twee kant,15,['Den Bosch'],101,NLQF6,onderzoek onderdel voedselproductieproces war problem ervar bijvoorbeeld snelheid accurat onderhoud studentengroep vervolgt ontwikkel tooling automatiser voedselproductie mogelijk maakt lever onderbouwd prof principl ontwerp tijden modul moet student samenwerk multidiscilinair team verder overleg stakeholder zoal werkveld lectrorat hierbij professionel handel belang denk project management project beher multidiciplinair werk werk overgedrag opdrachtgever geschikt vervolg,voedselbo circulair landbouw autonom robotis vision data innovati,0.88,0.836,5,36,2025-09-18
306,toekomstgericht productielijn,tijden keuzemodul gat studentengroep slag reallif productielijn bedrijfslev optimaliser productielijn mak student analys huidig productielijn analys kom verbeterpunt geoptimaliseerd basis analys verbeter doorgevoerd daadwerk ingevoerd verbeter ligg gebied techniek mechanisch elektrisch besturingstechnisch bijvoorbeeld onderhoud ombouwtijd storing verminder gebied organisatie materiaalaanvoer bedieningsgemak fouttolerantie verandermanagement toegevoegd waard verbeter onderdel optimalisatie oa gebruik mak tpm total productiv manufacturingmanagement,15,['Den Bosch'],101,NLQF6,leeruitkomst analyseert studentengroep productielijn zodan data generer ophal waarmee input krijg waarop optimalisaties gebaseerd denk data oee data afkomst onderhoudsteam tribologisch gegeven bijvoorbeeld lager ed data productielijn analys vertrekpunt leeruitkomst tijden leeruitkomst gan student slag optimaliser productielijn verschill front uit verschill manier bijvoorbeeld advies productieomgev ontwerp beter gripper bestur optimalisatie doorgevoerd afhank gegenereerd data leeruitkomst toepass principes tpmaanpak ler student machin gestuurd omgev problem zien oploss bedenk toe pass uptim machin productlijn verbeter student basis pijler tpm onderbouwd aanton productielijn profijt optimalisatie,mainten productielijn optimalisati real life,0.65,0.834,1,40,2025-12-20
307,sustain societi,samensmelt eerder individuel ideeen gebied energie materiaaltransitie product lif cycl binn keuzemodul groep gevormd casus krijg vanuit opdrachtgever binn groep krijgt ider lid eig rol gezien expert bepaald gebied voorbeeld enginer specialiser hernieuw energievorm ontwerper specialiser circulair ontwerp,15,['Den Bosch'],101,NLQF6,student onderzoekt verschill vorm optimalisatie systemisch toepass ontwerp levert gedeg onderzoeksrapport waarbij stappenplan genoemd optimalisatie onderdel onderdel onderzoeksrapport gebruik alternatiev material energie biodegradebl circulariteit crad to cradl duurzam opwek indien e jar uitgangsproduct bestaand product moet optimaliser massa stijfheid etc onderdel optimalisatie oplever lif cycl analysis total cost ownership levert dmodel prototyp waarbij bovenstaand verwerkt indien e jar uitgangsproduct nieuw ontwikkel product waarbij direct geoptimaliseerd massa stijfheid etc onderdel optimalisatie oplever lif cycl analysis total cost ownership levert dmodel functionel prototyp waarbij bovenstaand verwerkt,energi materiaaltransiti product life cycl,0.82,0.044,3,33,2025-12-09
308,verantwoord duurzam innover nieuw technologieen,voorstel keuz modul “voortuin” lat nieuw ontwikkel master “responsibl ai” keuzemodul gan student nieuw technologieen trend gebied dsai verkenn vervolgen een kiez verder onderzocht uitgewerkt ler we student onderzoek potentiel toepas waarbij reken gehoud bijv ethisch aspect randvoorwaard haalbar enz laatst wek presenter student resultat betrok bedrijv,15,['Den Bosch'],101,NLQF6,student nieuw technologieen trend ontwikkel gebied dsai kaart breng kans hiervan toelicht student nieuw aitechnologie verder uitwerk mockupbusinessmodel student haalbar nieuw aitechnologie onderbouw verscheid aspect financieel technisch potentieel ethisch risico’ enz,ai innovati verantwoord businessmodel,0.88,0.65,4,28,2025-12-20
309,factori futur,keuzemodul ler digital transformatie realiser binn bedrijv ontwikkel rondom ‘smart industry’ ‘industry ’ gan ontzet hard leert best bedrijv nieuwst technologieen kunt inzet organisaties stap voorwaart help,30,['Den Bosch'],101,NLQF6,leert toepass nieuw technologien expert voorop lop digitaliser maakindustrie daarnaast onderzoek visie ambities bedrijf bepaalt sam best eerstvolg stap digital transformatie vervolgen werk sprintmethodiek fases tastbar demo proofofconcept zodat jij opdrachtgever kunt overtu werkend oploss,smart industri digitalis maakindustri,0.51,0.8,1,65,2025-11-25
310,machin motion,tijden keuzemodul ontwerp sam student verschill disciplines snell nauwkeur automatisch machin team ga slag opdracht bedrijfslev jullie doorlop hel ontwerpproces opdrachtomschrijv werkend prototyp,30,['Den Bosch'],101,NLQF6,ontwerpt sam student verschill disciplines geavanceerd machin eis klant voldoet opgeleverd,robotis werkveld ontwerpproc prototyp,0.37,0.644,4,20,2025-10-04
311,continu verbeter,central keuzemodul stan twee intensiev verbeterproject regional bedrijv concret resultat oplever verdiept verbetermethodes zoal lean manufactur six sigma leert tijden twee praktijkopdracht mak foodindustrie brabant noordlimburg methodes gestructureerd manier toepast sluit minor af international erkend lean six sigma gren beltcertificat,30,['Den Bosch'],101,NLQF6,verdiept toepass verbetermethodes past toe verbeteropdracht regional bedrijf bent stat middel verschill meetmethodes process verliez kaart breng leert gebied group dynamic leert verschill manier verbeter bedenk leert process kwalitatief kwantitatief kunt borg krijg mogen lean six sigma belt hal,verbeteropdracht greenbelt bedrijfslev six sigma,0.45,0.09,4,70,2025-12-20
312,system program c,projectgroep bouw behulp c gam engin valideert middel applicatie onderbouwt keuz jullie eig projectaanpak werkt volgen solid principes individueel werk vaardig nodig programmer system bouwt softwar bedoeld softwar,30,['Den Bosch'],101,NLQF6,bouwt zelfstand behulp c system bestat meerder softwarecomponent samenwerk,projectaanpak programmer softwar c solid,0.58,0.364,3,64,2025-09-08
313,emerg technolog playground,werkt teamverband reallif opdracht ecth opdrachtgever maakt hierbij gebruik technologieen zoal iot smart city gaming robotica vr ar multidisciplinair samenwerk person ontwikkel stan central waarbij expertis combineert oploss problem opdrachtgever naast groepswerk werk tijd person kiez leerdoel technisch design onderwerp opleid docent teamexpertis workshop ondersteun kennisontwikkel,30,['Den Bosch'],101,NLQF6,ontwerpt realiseert teamverband passend technisch oploss maatschapp vraagstuk waard creeert belanghebb richt daarnaast individueel onderwerp onderdel uitmaakt curriculum jouw opleid individueel leerdoel,multidisciplinair samenwerk person ontwikkel techniek design,0.83,0.058,2,32,2025-10-10
314,meaning data design,leert teamverband data analyser inzicht mak trend patron identificer ontwikkelt vaardig informatie inspirer begrijp manier presenter breng maakt complex gegeven toegank zodat gebruiker verhal ontdek,30,['Den Bosch'],101,NLQF6,voert dataanalyses maakt visualisaties daarmee nieuw inzicht gev bedrijf data bouw voorspelmodell daarmee optimaliser bijvoorbeeld instell machines productieproces verbeter kwaliteit kom voorspel planning logistiek onderhoud machines context afhank domeinkeuz,presentatievorm ontdek inzicht mak data,0.86,0.66,5,23,2025-12-22
315,european project semest,follow compani project present first group task entail select project form team phase facilit familiar compani project initi includ requir gather plan team build project primarili emphas gener engin skill cover product qualiti design rd environment aspect custom support less emphasi special skill like mechan electron code,30,['Den Bosch'],101,NLQF6,gain abil work divers interdisciplinari team reallif project within intern context develop comprehens skill set encompass gener engin compet project manag account project progress effect present skill also improv profici english languag,european reallif project,0.3,0.546,5,20,2025-12-17
